,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH,50,25,250,default,,100000.0,500,0.568
1,FH,50,50,250,default,,100000.0,500,0.444
2,FH,50,250,250,default,,100000.0,500,0.24
3,FH,50,500,250,default,,100000.0,500,0.176
4,FH,50,1000,250,default,,100000.0,500,0.128
5,FH,50,1500,250,default,,100000.0,500,0.132
6,FH,100,25,250,default,,100000.0,500,0.892
7,FH,100,50,250,default,,100000.0,500,0.748
8,FH,100,250,250,default,,100000.0,500,0.536
9,FH,100,500,250,default,,100000.0,500,0.368
10,FH,100,1000,250,default,,100000.0,500,0.24
11,FH,100,1500,250,default,,100000.0,500,0.224
12,MMD,50,25,250,default,,100000.0,500,0.932
13,MMD,50,50,250,default,,100000.0,500,0.844
14,MMD,50,250,250,default,,100000.0,500,0.356
15,MMD,50,500,250,default,,100000.0,500,0.284
16,MMD,50,1000,250,default,,100000.0,500,0.204
17,MMD,50,1500,250,default,,100000.0,500,0.132
18,MMD,100,25,250,default,,100000.0,500,1.0
19,MMD,100,50,250,default,,100000.0,500,1.0
20,MMD,100,250,250,default,,100000.0,500,0.872
21,MMD,100,500,250,default,,100000.0,500,0.592
22,MMD,100,1000,250,default,,100000.0,500,0.332
23,MMD,100,1500,250,default,,100000.0,500,0.308
24,KNN,50,25,250,default,,100000.0,500,0.256
25,KNN,50,50,250,default,,100000.0,500,0.192
26,KNN,50,250,250,default,,100000.0,500,0.1
27,KNN,50,500,250,default,,100000.0,500,0.06
28,KNN,50,1000,250,default,,100000.0,500,0.052
29,KNN,50,1500,250,default,,100000.0,500,0.064
30,KNN,100,25,250,default,,100000.0,500,0.476
31,KNN,100,50,250,default,,100000.0,500,0.292
32,KNN,100,250,250,default,,100000.0,500,0.164
33,KNN,100,500,250,default,,100000.0,500,0.1
34,KNN,100,1000,250,default,,100000.0,500,0.068
35,KNN,100,1500,250,default,,100000.0,500,0.084
36,FR,50,25,250,default,,100000.0,500,0.256
37,FR,50,50,250,default,,100000.0,500,0.256
38,FR,50,250,250,default,,100000.0,500,0.104
39,FR,50,500,250,default,,100000.0,500,0.064
40,FR,50,1000,250,default,,100000.0,500,0.036
41,FR,50,1500,250,default,,100000.0,500,0.072
42,FR,100,25,250,default,,100000.0,500,0.528
43,FR,100,50,250,default,,100000.0,500,0.348
44,FR,100,250,250,default,,100000.0,500,0.184
45,FR,100,500,250,default,,100000.0,500,0.092
46,FR,100,1000,250,default,,100000.0,500,0.048
47,FR,100,1500,250,default,,100000.0,500,0.084
48,HT,50,25,250,default,,100000.0,500,0.68
49,HT,50,50,250,default,,100000.0,500,0.52
50,HT,50,250,250,default,,100000.0,500,0.192
51,HT,50,500,250,default,,100000.0,500,0.12
52,HT,50,1000,250,default,,100000.0,500,0.068
53,HT,50,1500,250,default,,100000.0,500,0.108
54,HT,100,25,250,default,,100000.0,500,0.932
55,HT,100,50,250,default,,100000.0,500,0.78
56,HT,100,250,250,default,,100000.0,500,0.372
57,HT,100,500,250,default,,100000.0,500,0.228
58,HT,100,1000,250,default,,100000.0,500,0.152
59,HT,100,1500,250,default,,100000.0,500,0.168
