,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH-G,50,25,100,default,,100000.0,500,1.0
1,FH-G,50,50,100,default,,100000.0,500,1.0
2,FH-G,50,250,100,default,,100000.0,500,0.97
3,FH-G,50,500,100,default,,100000.0,500,0.79
4,FH-G,50,1000,100,default,,100000.0,500,0.51
5,FH-G,50,1500,100,default,,100000.0,500,0.35
6,FH-G,100,25,100,default,,100000.0,500,1.0
7,FH-G,100,50,100,default,,100000.0,500,1.0
8,FH-G,100,250,100,default,,100000.0,500,1.0
9,FH-G,100,500,100,default,,100000.0,500,0.99
10,FH-G,100,1000,100,default,,100000.0,500,0.9
11,FH-G,100,1500,100,default,,100000.0,500,0.81
12,FH-C,50,25,100,default,,100000.0,500,1.0
13,FH-C,50,50,100,default,,100000.0,500,1.0
14,FH-C,50,250,100,default,,100000.0,500,0.98
15,FH-C,50,500,100,default,,100000.0,500,0.84
16,FH-C,50,1000,100,default,,100000.0,500,0.65
17,FH-C,50,1500,100,default,,100000.0,500,0.45
18,FH-C,100,25,100,default,,100000.0,500,1.0
19,FH-C,100,50,100,default,,100000.0,500,1.0
20,FH-C,100,250,100,default,,100000.0,500,1.0
21,FH-C,100,500,100,default,,100000.0,500,0.99
22,FH-C,100,1000,100,default,,100000.0,500,0.94
23,FH-C,100,1500,100,default,,100000.0,500,0.85
24,MMD,50,25,100,default,,100000.0,500,1.0
25,MMD,50,50,100,default,,100000.0,500,0.99
26,MMD,50,250,100,default,,100000.0,500,0.67
27,MMD,50,500,100,default,,100000.0,500,0.4
28,MMD,50,1000,100,default,,100000.0,500,0.19
29,MMD,50,1500,100,default,,100000.0,500,0.18
30,MMD,100,25,100,default,,100000.0,500,1.0
31,MMD,100,50,100,default,,100000.0,500,1.0
32,MMD,100,250,100,default,,100000.0,500,0.98
33,MMD,100,500,100,default,,100000.0,500,0.88
34,MMD,100,1000,100,default,,100000.0,500,0.58
35,MMD,100,1500,100,default,,100000.0,500,0.52
36,KNN,50,25,100,default,,100000.0,500,0.93
37,KNN,50,50,100,default,,100000.0,500,0.74
38,KNN,50,250,100,default,,100000.0,500,0.22
39,KNN,50,500,100,default,,100000.0,500,0.15
40,KNN,50,1000,100,default,,100000.0,500,0.07
41,KNN,50,1500,100,default,,100000.0,500,0.12
42,KNN,100,25,100,default,,100000.0,500,1.0
43,KNN,100,50,100,default,,100000.0,500,0.96
44,KNN,100,250,100,default,,100000.0,500,0.46
45,KNN,100,500,100,default,,100000.0,500,0.34
46,KNN,100,1000,100,default,,100000.0,500,0.16
47,KNN,100,1500,100,default,,100000.0,500,0.16
48,FR,50,25,100,default,,100000.0,500,0.96
49,FR,50,50,100,default,,100000.0,500,0.77
50,FR,50,250,100,default,,100000.0,500,0.2
51,FR,50,500,100,default,,100000.0,500,0.19
52,FR,50,1000,100,default,,100000.0,500,0.07
53,FR,50,1500,100,default,,100000.0,500,0.07
54,FR,100,25,100,default,,100000.0,500,1.0
55,FR,100,50,100,default,,100000.0,500,0.98
56,FR,100,250,100,default,,100000.0,500,0.5
57,FR,100,500,100,default,,100000.0,500,0.37
58,FR,100,1000,100,default,,100000.0,500,0.16
59,FR,100,1500,100,default,,100000.0,500,0.11
60,HT,50,25,100,default,,100000.0,500,1.0
61,HT,50,50,100,default,,100000.0,500,1.0
62,HT,50,250,100,default,,100000.0,500,0.66
63,HT,50,500,100,default,,100000.0,500,0.38
64,HT,50,1000,100,default,,100000.0,500,0.25
65,HT,50,1500,100,default,,100000.0,500,0.1
66,HT,100,25,100,default,,100000.0,500,1.0
67,HT,100,50,100,default,,100000.0,500,1.0
68,HT,100,250,100,default,,100000.0,500,0.94
69,HT,100,500,100,default,,100000.0,500,0.71
70,HT,100,1000,100,default,,100000.0,500,0.43
71,HT,100,1500,100,default,,100000.0,500,0.28
