,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH,75,25,100,default,,10000.0,100,0.98
1,FH,75,50,100,default,,10000.0,100,1.0
2,FH,75,250,100,default,,10000.0,100,0.96
3,FH,75,500,100,default,,10000.0,100,0.7
4,FH,75,1000,100,default,,10000.0,100,0.35
5,MMD,75,25,100,default,,10000.0,100,1.0
6,MMD,75,50,100,default,,10000.0,100,1.0
7,MMD,75,250,100,default,,10000.0,100,0.99
8,MMD,75,500,100,default,,10000.0,100,0.93
9,MMD,75,1000,100,default,,10000.0,100,0.74
10,KNN,75,25,100,default,,10000.0,100,0.5
11,KNN,75,50,100,default,,10000.0,100,0.75
12,KNN,75,250,100,default,,10000.0,100,0.27
13,KNN,75,500,100,default,,10000.0,100,0.24
14,KNN,75,1000,100,default,,10000.0,100,0.12
15,FR,75,25,100,default,,10000.0,100,0.51
16,FR,75,50,100,default,,10000.0,100,0.79
17,FR,75,250,100,default,,10000.0,100,0.28
18,FR,75,500,100,default,,10000.0,100,0.25
19,FR,75,1000,100,default,,10000.0,100,0.11
