,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH,50,25,250,default,,100000.0,500,0.2
1,FH,50,50,250,default,,100000.0,500,0.084
2,FH,50,250,250,default,,100000.0,500,0.108
3,FH,50,500,250,default,,100000.0,500,0.084
4,FH,50,1000,250,default,,100000.0,500,0.08
5,FH,50,1500,250,default,,100000.0,500,0.056
6,FH,100,25,250,default,,100000.0,500,0.344
7,FH,100,50,250,default,,100000.0,500,0.196
8,FH,100,250,250,default,,100000.0,500,0.116
9,FH,100,500,250,default,,100000.0,500,0.128
10,FH,100,1000,250,default,,100000.0,500,0.112
11,FH,100,1500,250,default,,100000.0,500,0.076
12,MMD,50,25,250,default,,100000.0,500,0.42
13,MMD,50,50,250,default,,100000.0,500,0.272
14,MMD,50,250,250,default,,100000.0,500,0.132
15,MMD,50,500,250,default,,100000.0,500,0.104
16,MMD,50,1000,250,default,,100000.0,500,0.08
17,MMD,50,1500,250,default,,100000.0,500,0.072
18,MMD,100,25,250,default,,100000.0,500,0.784
19,MMD,100,50,250,default,,100000.0,500,0.62
20,MMD,100,250,250,default,,100000.0,500,0.236
21,MMD,100,500,250,default,,100000.0,500,0.208
22,MMD,100,1000,250,default,,100000.0,500,0.144
23,MMD,100,1500,250,default,,100000.0,500,0.112
24,KNN,50,25,250,default,,100000.0,500,0.092
25,KNN,50,50,250,default,,100000.0,500,0.112
26,KNN,50,250,250,default,,100000.0,500,0.044
27,KNN,50,500,250,default,,100000.0,500,0.048
28,KNN,50,1000,250,default,,100000.0,500,0.06
29,KNN,50,1500,250,default,,100000.0,500,0.036
30,KNN,100,25,250,default,,100000.0,500,0.108
31,KNN,100,50,250,default,,100000.0,500,0.096
32,KNN,100,250,250,default,,100000.0,500,0.076
33,KNN,100,500,250,default,,100000.0,500,0.068
34,KNN,100,1000,250,default,,100000.0,500,0.04
35,KNN,100,1500,250,default,,100000.0,500,0.04
36,FR,50,25,250,default,,100000.0,500,0.108
37,FR,50,50,250,default,,100000.0,500,0.1
38,FR,50,250,250,default,,100000.0,500,0.036
39,FR,50,500,250,default,,100000.0,500,0.032
40,FR,50,1000,250,default,,100000.0,500,0.048
41,FR,50,1500,250,default,,100000.0,500,0.052
42,FR,100,25,250,default,,100000.0,500,0.152
43,FR,100,50,250,default,,100000.0,500,0.088
44,FR,100,250,250,default,,100000.0,500,0.056
45,FR,100,500,250,default,,100000.0,500,0.048
46,FR,100,1000,250,default,,100000.0,500,0.056
47,FR,100,1500,250,default,,100000.0,500,0.064
48,HT,50,25,250,default,,100000.0,500,0.236
49,HT,50,50,250,default,,100000.0,500,0.176
50,HT,50,250,250,default,,100000.0,500,0.096
51,HT,50,500,250,default,,100000.0,500,0.076
52,HT,50,1000,250,default,,100000.0,500,0.072
53,HT,50,1500,250,default,,100000.0,500,0.044
54,HT,100,25,250,default,,100000.0,500,0.344
55,HT,100,50,250,default,,100000.0,500,0.228
56,HT,100,250,250,default,,100000.0,500,0.12
57,HT,100,500,250,default,,100000.0,500,0.068
58,HT,100,1000,250,default,,100000.0,500,0.092
59,HT,100,1500,250,default,,100000.0,500,0.088
