,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH-G,50,25,100,default,,100000.0,500,1.0
1,FH-G,50,50,100,default,,100000.0,500,0.99
2,FH-G,50,250,100,default,,100000.0,500,0.86
3,FH-G,50,500,100,default,,100000.0,500,0.41
4,FH-G,50,1000,100,default,,100000.0,500,0.16
5,FH-G,50,1500,100,default,,100000.0,500,0.14
6,FH-G,100,25,100,default,,100000.0,500,1.0
7,FH-G,100,50,100,default,,100000.0,500,1.0
8,FH-G,100,250,100,default,,100000.0,500,1.0
9,FH-G,100,500,100,default,,100000.0,500,0.91
10,FH-G,100,1000,100,default,,100000.0,500,0.5
11,FH-G,100,1500,100,default,,100000.0,500,0.26
12,FH-C,50,25,100,default,,100000.0,500,1.0
13,FH-C,50,50,100,default,,100000.0,500,1.0
14,FH-C,50,250,100,default,,100000.0,500,0.94
15,FH-C,50,500,100,default,,100000.0,500,0.56
16,FH-C,50,1000,100,default,,100000.0,500,0.27
17,FH-C,50,1500,100,default,,100000.0,500,0.23
18,FH-C,100,25,100,default,,100000.0,500,1.0
19,FH-C,100,50,100,default,,100000.0,500,1.0
20,FH-C,100,250,100,default,,100000.0,500,1.0
21,FH-C,100,500,100,default,,100000.0,500,0.93
22,FH-C,100,1000,100,default,,100000.0,500,0.64
23,FH-C,100,1500,100,default,,100000.0,500,0.39
24,MMD,50,25,100,default,,100000.0,500,0.82
25,MMD,50,50,100,default,,100000.0,500,0.3
26,MMD,50,250,100,default,,100000.0,500,0.05
27,MMD,50,500,100,default,,100000.0,500,0.09
28,MMD,50,1000,100,default,,100000.0,500,0.03
29,MMD,50,1500,100,default,,100000.0,500,0.04
30,MMD,100,25,100,default,,100000.0,500,1.0
31,MMD,100,50,100,default,,100000.0,500,0.73
32,MMD,100,250,100,default,,100000.0,500,0.1
33,MMD,100,500,100,default,,100000.0,500,0.1
34,MMD,100,1000,100,default,,100000.0,500,0.03
35,MMD,100,1500,100,default,,100000.0,500,0.03
36,KNN,50,25,100,default,,100000.0,500,0.61
37,KNN,50,50,100,default,,100000.0,500,0.47
38,KNN,50,250,100,default,,100000.0,500,0.12
39,KNN,50,500,100,default,,100000.0,500,0.09
40,KNN,50,1000,100,default,,100000.0,500,0.04
41,KNN,50,1500,100,default,,100000.0,500,0.08
42,KNN,100,25,100,default,,100000.0,500,0.96
43,KNN,100,50,100,default,,100000.0,500,0.81
44,KNN,100,250,100,default,,100000.0,500,0.19
45,KNN,100,500,100,default,,100000.0,500,0.16
46,KNN,100,1000,100,default,,100000.0,500,0.05
47,KNN,100,1500,100,default,,100000.0,500,0.07
48,FR,50,25,100,default,,100000.0,500,0.64
49,FR,50,50,100,default,,100000.0,500,0.46
50,FR,50,250,100,default,,100000.0,500,0.15
51,FR,50,500,100,default,,100000.0,500,0.08
52,FR,50,1000,100,default,,100000.0,500,0.02
53,FR,50,1500,100,default,,100000.0,500,0.02
54,FR,100,25,100,default,,100000.0,500,0.95
55,FR,100,50,100,default,,100000.0,500,0.85
56,FR,100,250,100,default,,100000.0,500,0.19
57,FR,100,500,100,default,,100000.0,500,0.14
58,FR,100,1000,100,default,,100000.0,500,0.05
59,FR,100,1500,100,default,,100000.0,500,0.06
60,HT,50,25,100,default,,100000.0,500,0.94
61,HT,50,50,100,default,,100000.0,500,0.75
62,HT,50,250,100,default,,100000.0,500,0.28
63,HT,50,500,100,default,,100000.0,500,0.08
64,HT,50,1000,100,default,,100000.0,500,0.07
65,HT,50,1500,100,default,,100000.0,500,0.04
66,HT,100,25,100,default,,100000.0,500,1.0
67,HT,100,50,100,default,,100000.0,500,1.0
68,HT,100,250,100,default,,100000.0,500,0.41
69,HT,100,500,100,default,,100000.0,500,0.19
70,HT,100,1000,100,default,,100000.0,500,0.11
71,HT,100,1500,100,default,,100000.0,500,0.04
