,test,sample size,dimension,N_iters,kernel,kernel_bandwith,max conditioning number,num_permutations,percent of rejections
0,FH,50,25,100,default,,100000.0,500,1.0
1,FH,50,50,100,default,,100000.0,500,1.0
2,FH,50,250,100,default,,100000.0,500,0.97
3,FH,50,500,100,default,,100000.0,500,0.79
4,FH,50,1000,100,default,,100000.0,500,0.4
5,FH,50,1500,100,default,,100000.0,500,0.34
6,FH,100,25,100,default,,100000.0,500,1.0
7,FH,100,50,100,default,,100000.0,500,1.0
8,FH,100,250,100,default,,100000.0,500,1.0
9,FH,100,500,100,default,,100000.0,500,0.99
10,FH,100,1000,100,default,,100000.0,500,0.8
11,FH,100,1500,100,default,,100000.0,500,0.58
12,MMD,50,25,100,default,,100000.0,500,1.0
13,MMD,50,50,100,default,,100000.0,500,0.86
14,MMD,50,250,100,default,,100000.0,500,0.13
15,MMD,50,500,100,default,,100000.0,500,0.15
16,MMD,50,1000,100,default,,100000.0,500,0.04
17,MMD,50,1500,100,default,,100000.0,500,0.12
18,MMD,100,25,100,default,,100000.0,500,1.0
19,MMD,100,50,100,default,,100000.0,500,1.0
20,MMD,100,250,100,default,,100000.0,500,0.39
21,MMD,100,500,100,default,,100000.0,500,0.23
22,MMD,100,1000,100,default,,100000.0,500,0.13
23,MMD,100,1500,100,default,,100000.0,500,0.1
24,KNN,50,25,100,default,,100000.0,500,0.56
25,KNN,50,50,100,default,,100000.0,500,0.33
26,KNN,50,250,100,default,,100000.0,500,0.08
27,KNN,50,500,100,default,,100000.0,500,0.11
28,KNN,50,1000,100,default,,100000.0,500,0.05
29,KNN,50,1500,100,default,,100000.0,500,0.04
30,KNN,100,25,100,default,,100000.0,500,0.95
31,KNN,100,50,100,default,,100000.0,500,0.73
32,KNN,100,250,100,default,,100000.0,500,0.24
33,KNN,100,500,100,default,,100000.0,500,0.07
34,KNN,100,1000,100,default,,100000.0,500,0.02
35,KNN,100,1500,100,default,,100000.0,500,0.08
36,FR,50,25,100,default,,100000.0,500,0.63
37,FR,50,50,100,default,,100000.0,500,0.43
38,FR,50,250,100,default,,100000.0,500,0.09
39,FR,50,500,100,default,,100000.0,500,0.12
40,FR,50,1000,100,default,,100000.0,500,0.05
41,FR,50,1500,100,default,,100000.0,500,0.02
42,FR,100,25,100,default,,100000.0,500,0.99
43,FR,100,50,100,default,,100000.0,500,0.81
44,FR,100,250,100,default,,100000.0,500,0.27
45,FR,100,500,100,default,,100000.0,500,0.11
46,FR,100,1000,100,default,,100000.0,500,0.04
47,FR,100,1500,100,default,,100000.0,500,0.08
48,HT,50,25,100,default,,100000.0,500,0.98
49,HT,50,50,100,default,,100000.0,500,0.93
50,HT,50,250,100,default,,100000.0,500,0.26
51,HT,50,500,100,default,,100000.0,500,0.18
52,HT,50,1000,100,default,,100000.0,500,0.08
53,HT,50,1500,100,default,,100000.0,500,0.06
54,HT,100,25,100,default,,100000.0,500,1.0
55,HT,100,50,100,default,,100000.0,500,1.0
56,HT,100,250,100,default,,100000.0,500,0.51
57,HT,100,500,100,default,,100000.0,500,0.3
58,HT,100,1000,100,default,,100000.0,500,0.13
59,HT,100,1500,100,default,,100000.0,500,0.13
